Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
journalArticle,2020,"Czarski, Marvin; Ng, Yen Ting; Vogt, Marcus; Juraschek, Max; Thiede, Bastian; Tan, Puay Siew; Thiede, Sebastian; Herrmann, Christoph",A Mixed Reality application for studying the improvement of HVAC systems in learning factories,Procedia Manufacturing,,2351-9789,https://doi.org/10.1016/j.promfg.2020.04.039,http://www.sciencedirect.com/science/article/pii/S2351978920310775,"Heating, ventilation and air conditioning (HVAC) systems in factories provide controlled conditions for workers and production equipment. At the same time, these systems are responsible for a significant share of industrial energy consumption. Commonly, HVAC systems are treated separately from production systems. However, numerous interactions and cross-influences occur affecting the overall energy efficiency and air quality. With analyzing and understanding these indoor air conditions the goal is to enable future engineers and experts to design and set them up in a way that improves human comfort, while reducing energy consumption. To achieve this, a cyber-physical system approach in a learning factory is presented. Based on data provided by the learning factory infrastructure, a building performance simulation with an integrated computational fluid dynamics simulation is composed. With the implementation in the learning factory, different ventilation and operation scenarios can be examined in learning scenarios and trainings to convey competencies about cyber-physical production systems in general and influences on the connection to HVAC systems. A mixed reality application provides three-dimensional visualization of the cyber-model and computed results for the learners.",2020,8/19/2020 7:00,8/19/2020 7:00,,373–378,,,45,,,,,,,,,,,,,,,,,,<p>Learning Factories across the value chain – from innovation to service – The 10th Conference on Learning Factories 2020</p>,,,HoloLens; BPS; CFD; Die Lernfabrik; HVAC; Learning Factory; Manufacturing Control Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2015,"Bishop, Ian D",Location based information to support understanding of landscape futures,Landscape and Urban Planning,,0169-2046,https://doi.org/10.1016/j.landurbplan.2014.06.001,http://www.sciencedirect.com/science/article/pii/S0169204614001431,"We are entering a period of rapid change in such landscape shaping forces as climate, the demand for food and water, fire, the push toward renewable energy, and the transition to GM-based agriculture. As a result the landscape, which has traditionally been a point of stability for many people, is likely to change significantly. Can the technologies we have to hand, and their increasing ubiquity, assist people to better understand the forces leading to landscape change, comprehend the science of landscape, take a more informed view on proposals, and adapt to some inevitable outcomes? This paper considers the potential, in this context, of smartphones and other devices that are equipped with positioning and orientation devices, significant computational power and high-speed communications. We all travel through the landscape; sometimes we fly over. During these movements the possibility exists to entertain, and educate, people with information about the landscape through, or over, which they are traveling, to give them insights into the changes that have occurred historically and may occur in the future, the processes at work and the choices that exist. There are several ways to do this including audio commentary and augmented reality displays using the device camera coupled with visualized alternative conditions. A prototype iPhone, called ‘What's Here?' that includes augmented audio and visual features for landscape interpretation is described, and is illustrated with data related to climate change, renewable energy infrastructure, land use change and sea level rise. Associated data, technology and user issues are discussed.",2015,8/19/2020 7:00,8/19/2020 7:00,,120–131,,,142,,,,,,,,,,,,,,,,,,<p>Special Issue: Critical Approaches to Landscape Visualization</p>,,,Augmented reality; Climate change; Landscape change; Location based information; Smartphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2015,"Mori, Kazuhiro; Furuta, Kozo; Onodera, Yohei; Iwase, Kenji; Fukunaga, Toshiharu",Three-dimensional structures and lithium-ion conduction pathways of (Li2S)x(GeS2)100−x superionic glasses,Solid State Ionics,,0167-2738,https://doi.org/10.1016/j.ssi.2015.08.010,http://www.sciencedirect.com/science/article/pii/S0167273815003070,"The conduction pathways of Li ions in (7Li2S)x(GeS2)100−x glasses (x=40, 50, and 60) were predicted and visualized by combining reverse Monte Carlo (RMC) modeling and the bond valence sum (BVS) approach, using synchrotron X-ray and time-of-flight neutron diffraction data. The conduction pathways of the Li ions could be classified into four grades, according to the magnitude of |ΔV(Li)|: (I) |ΔV(Li)|<0.04 (i.e., relatively stable regions for the Li ions), (II) 0.04≤|ΔV(Li)|<0.07, (III) 0.07≤|ΔV(Li)|<0.10, and (IV) 0.10≤|ΔV(Li)|<0.13; here, |ΔV(Li)| is the mismatch of the BVS for Li ions, V(Li). These were used to obtain a clear understanding of the movement of the Li ions in the (7Li2S)x(GeS2)100−x glasses. It was also found that there is a definite relationship between the topology of the conduction pathways of the Li ions and the activation energy, Ea, of the electrical conduction.",2015,8/19/2020 7:00,8/19/2020 7:00,,44–50,,,280,,,,,,,,,,,,,,,,,,,,,Bond valence sum; Lithium-ion conducting glass; Local structure; Neutron diffraction; Reverse Monte Carlo modeling; X-ray diffraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2014,"Janetzko, Halldór; Stoffel, Florian; Mittelstädt, Sebastian; Keim, Daniel A",Anomaly detection for visual analytics of power consumption data,Computers & Graphics,,0097-8493,https://doi.org/10.1016/j.cag.2013.10.006,http://www.sciencedirect.com/science/article/pii/S0097849313001477,"Commercial buildings are significant consumers of electrical power. Also, energy expenses are an increasing cost factor. Many companies therefore want to save money and reduce their power usage. Building administrators have to first understand the power consumption behavior, before they can devise strategies to save energy. Second, sudden unexpected changes in power consumption may hint at device failures of critical technical infrastructure. The goal of our research is to enable the analyst to understand the power consumption behavior and to be aware of unexpected power consumption values. In this paper, we introduce a novel unsupervised anomaly detection algorithm and visualize the resulting anomaly scores to guide the analyst to important time points. Different possibilities for visualizing the power usage time series are presented, combined with a discussion of the design choices to encode the anomaly values. Our methods are applied to real-world time series of power consumption, logged in a hierarchical sensor network.",2014,8/19/2020 7:00,8/19/2020 7:00,,27–37,,,38,,,,,,,,,,,,,,,,,,,,,Visual analytics; Anomaly detection; Importance-driven; Pixel-based visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Tyralis, Hristos; Karakatsanis, Georgios; Tzouka, Katerina; Mamassis, Nikos",Data and code for the exploratory data analysis of the electrical energy demand in the time domain in Greece,Data in Brief,,2352-3409,https://doi.org/10.1016/j.dib.2017.06.033,http://www.sciencedirect.com/science/article/pii/S2352340917302779,"We present data and code for visualizing the electrical energy data and weather-, climate-related and socioeconomic variables in the time domain in Greece. The electrical energy data include hourly demand, weekly-ahead forecasted values of the demand provided by the Greek Independent Power Transmission Operator and pricing values in Greece. We also present the daily temperature in Athens and the Gross Domestic Product of Greece. The code combines the data to a single report, which includes all visualizations with combinations of all variables in multiple time scales. The data and code were used in Tyralis et al. (2017) [1].",2017,8/19/2020 7:00,8/19/2020 7:00,,700–702,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Lenz, Juergen; Kotschenreuther, Jan; Westkaemper, Engelbert",Energy Efficiency in Machine Tool Operation by Online Energy Monitoring Capturing and Analysis,Procedia CIRP,,2212-8271,https://doi.org/10.1016/j.procir.2016.11.202,http://www.sciencedirect.com/science/article/pii/S2212827116313622,"The first step to lower energy impact of products is to quantify the current impact. The mayor energy consumer in machine tools is not the spindle, it‘s the auxiliary units, such as pneumatic, hydraulic system, actuators, chip disposal and others. The quantification is achieved by precise measurements from signals by the PLC with high sampling rates. The analysis of this data is done by Engineering Apps (eApps). The analysis of the energy per component reveals the potential for energy reduction. The reduction can be achieved by switching to a more efficiency component. In this research examples of component substitution measurements have been performed for more efficient electrical motors, cutting fluid pumps, compressors vs. controlled compressors and start-stop hydraulic power packs. The stand-by energy analysis is similar to the component energy analysis and reveals the potential for setting some components to sleep mode during stand-by. Examples of analysed sleep mode components are chip disposal, cutting fluid pump, pneumatic and hydraulic system. As a result the energy usage can be displayed and visualized in various ways such as energy per part, energy per time or energy per shift. The energy usage visualization can be split into usage per component. These results can also be displayed online on mobile devices.",2017,8/19/2020 7:00,8/19/2020 7:00,,365–369,,,61,,,,,,,,,,,,,,,,,,<p>The 24th CIRP Conference on Life Cycle Engineering</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2019,"Zapata-Sierra, Antonio J; Cama-Pinto, Alejandro; Montoya, Francisco G; Alcayde, Alfredo; Manzano-Agugliaro, Francisco",Wind missing data arrangement using wavelet based techniques for getting maximum likelihood,Energy Conversion and Management,,0196-8904,https://doi.org/10.1016/j.enconman.2019.01.109,http://www.sciencedirect.com/science/article/pii/S0196890419301773,"Long time series of wind data can have data gaps that may lead to errors in the subsequent analyses of the time series. This study proposes using the wavelet transform as a system to verify that a data completion technique is correct and that the data series behaves correctly, enabling the user to infer the expected results. Wind speed data from three weather stations located in southern Europe were used to test the proposed method. The series consist of data measured every 10 min for 11 years. Various techniques are used to complete the data of one of the series; the wavelet transform is used as the control method, and its scalogram is used to visualize it. If the representation in the scalogram has zero magnitude, it shows the absence of data, so that if the data are properly filled in, then they have similar magnitudes to the rest of the series. The proposed method has shown that in case of data series inconsistencies, the wavelet transform can identify the lack of accuracy of the natural periodicity of these data. This result can be visually checked using the WT's scalogram. Additionally, the scalograms provide valuable information on the variables studied, e.g. periods of higher wind speed. In summary, the wavelet transform has proven to be an excellent analysis tool that reveals the seasonal pattern of wind speed in periodograms at various scales.",2019,8/19/2020 7:00,8/19/2020 7:00,,552–561,,,185,,,,,,,,,,,,,,,,,,,,,Renewable energy; Data filling; FFT; Missing data; Wavelet transform; Wind data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2016,"Ziolkowska, Jadwiga R; Reyes, Reuben",Geological and hydrological visualization models for Digital Earth representation,Computers & Geosciences,,0098-3004,https://doi.org/10.1016/j.cageo.2016.06.003,http://www.sciencedirect.com/science/article/pii/S0098300416301509,"This paper presents techniques and interactive models for multi-dimensional analyses and geospatial visualization in virtual globes based on three application examples: (1) earthquakes around the world, (2) groundwater well levels in Texas, and (3) geothermal subsurface heat indexes in Texas. While studies are known that represent multi-dimensional geospatial data points, we develop and suggest multi-dimensional models for virtual globes using KML and KMZ (compressed KML files) with a complete and static time series data set. The benefit of this approach for the user is the ability to view and analyze time-based correlations interactively over the entire time span in one instance, which is not possible with animated (dynamic) models. The methods embedded in our models include: (a) depth layered cueing within subsurface Earth visualization for a better orientation when maneuvering below the ground, (b) a technique with Ternary Visual Shape Logic (TVSL) as a quick indicator of change over time, and (c) different visual representations of multiple dimensions for the addressed case study examples. The models can be applied to a variety of problems in different disciplines, especially to support decision-making processes.",2016,8/19/2020 7:00,8/19/2020 7:00,,31–39,,,94,,,,,,,,,,,,,,,,,,,,,Geospatial analysis; Multi-dimensional visualization; Subsurface depth layered cueing; Ternary Visual Shape Logic (TVSL); Virtual globes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Schmidt, Franz-Philipp; Hofer, Ferdinand; Krenn, Joachim R",Spectrum image analysis tool – A flexible MATLAB solution to analyze EEL and CL spectrum images,Micron,,0968-4328,https://doi.org/10.1016/j.micron.2016.11.004,http://www.sciencedirect.com/science/article/pii/S0968432816302761,"Spectrum imaging techniques, gaining simultaneously structural (image) and spectroscopic data, require appropriate and careful processing to extract information of the dataset. In this article we introduce a MATLAB based software that uses three dimensional data (EEL/CL spectrum image in dm3 format (Gatan Inc.'s DigitalMicrograph®)) as input. A graphical user interface enables a fast and easy mapping of spectral dependent images and position dependent spectra. First, data processing such as background subtraction, deconvolution and denoising, second, multiple display options including an EEL/CL moviemaker and, third, the applicability on a large amount of data sets with a small work load makes this program an interesting tool to visualize otherwise hidden details.",2017,8/19/2020 7:00,8/19/2020 7:00,,43–51,,,93,,,,,,,,,,,,,,,,,,,,,Cathodoluminescence; Data processing; Electron energy loss spectroscopy; Plasmonics; Spectrum imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2019,"Wan-Hsu, Tsai; Jia-Yu, Chen",The New Version of Government Research Bulletin (GRB) Website Applying Visualization and Text-mining Tools,Procedia Computer Science,,1877-0509,https://doi.org/10.1016/j.procs.2019.01.084,http://www.sciencedirect.com/science/article/pii/S1877050919300894,"Government Research Bulletin (GRB) (www.grb.gov.tw) is the official platform to provide up-to-date information regarding the government funded research projects in Taiwan. Since GRB was launched in 1997, it has been operated as a data warehouse to collect and store research information from research institutes. To increase the discoverability and accessibility of the research information in GRB, the website services of GRB have been improved recently by applying visualization tools and text-mining tools. The new GRB provides multi-dimensional search engine for users to search for research projects, researchers and institutes. Users can explore the search results through not only the related record list, but also the word cloud graphs derived from text-mining results of those related contents. Word cloud graphs can help users to form concepts in mind about what researches have been done recently. The new GRB also applies an API provided by Lucene to calculate the similarity between every two projects, and to provide the list of similar projects ranking by their similarity to the main project interested by users. Users can also easily find a group of researchers working on similar topics and their cooperation network graphs by typing in a researcher's name or just a keyword in the researcher search engine. Furthermore, to help users locate the institutes which are conducting projects on a specific topic, geographic visualization tool is applied to display the location of those institutions. Besides the improvement of search engine, a data-oriented charting tool called Highcharts is also applied to display the real-time calculated results of the data collected by GRB. Users can interact with the charts online to explore the number of projects and the amount of research budgets that government has already input every year since 1993. To further serve users interested in some specific hot topics (such as biotech medicine, green energy, and artificial intelligent), the new GRB also provides analysis reports and value-added analyses using GRB data to reveal the research trends about those hot topics. Now GRB are still evolving for providing better research information services.",2019,8/19/2020 7:00,8/19/2020 7:00,,94–101,,,146,,,,,,,,,,,,,,,,,,"<p>14th International Conference on Current Research Information Systems, CRIS2018, FAIRness of Research Information</p>",,,data visualization; cooperation network; interactive charts; real-time calculation; research information platform; similarity calculation; text mining; word cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2013,"Mori, Kazuhiro; Ichida, Tomoharu; Iwase, Kenji; Otomo, Toshiya; Kohara, Shinji; Arai, Hajime; Uchimoto, Yoshiharu; Ogumi, Zempachi; Onodera, Yohei; Fukunaga, Toshiharu",Visualization of conduction pathways in lithium superionic conductors: Li2S-P2S5 glasses and Li7P3S11 glass–ceramic,Chemical Physics Letters,,0009-2614,https://doi.org/10.1016/j.cplett.2013.08.016,http://www.sciencedirect.com/science/article/pii/S0009261413010245,"For (Li2S)x(P2S5)100–x glasses and Li7P3S11 glass–ceramic, which are well-known lithium superionic conductors, the conduction pathways of lithium ions were predicted and visualized by combining reverse Monte Carlo (RMC) modeling and the bond valence sum (BVS) method using synchrotron X-ray and time-of-flight neutron diffraction data. The conduction pathways of the lithium ions could be classified into two types: lithium ‘stable' and ‘metastable' regions. In addition, it was found that a significant relationship exists between the topology of the conduction pathways of the lithium ions and the activation energy of the electrical conduction.",2013,8/19/2020 7:00,8/19/2020 7:00,,113–118,,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2020,"Priya, Pikee; Yan, Xiaoli; Chaudhuri, Santanu",Study of intermetallics for corrosion and creep resistant microstructure in Mg-RE and Mg-Al-RE alloys through a data-centric high-throughput DFT framework,Computational Materials Science,,0927-0256,https://doi.org/10.1016/j.commatsci.2020.109541,http://www.sciencedirect.com/science/article/pii/S092702562030032X,"The design of corrosion-resistant alloys requires a thorough understanding of the chemistry, microstructure, and its evolution in atmospheric conditions. While the alloy processing conditions and chemistry determine the microstructure according to the phase diagram, the microstructure determines the behavior when exposed to corrosive environments. An automated data-centric high-throughput framework using density functional theory (DFT) based first-principles approach was developed to rank intermetallic chemistry and texture for their vulnerability in corrosive environments. As a test case, a user-interactive database for Mg-X-Y composition was created and made publicly available. The high-throughput framework was subsequently used to screen Mg-RE and Mg-Al-RE (RE = La, Ce, Nd) alloy precipitates from the database for corrosion resistance. The surface energies for different symmetrically distinct crystallographic orientations and work functions for the stable phases were calculated using an automated and intelligent workflow without requiring manual intervention. The predictions were compared against previous experimental and theoretical results, calculated properties and corrosion rates. The data was analyzed to provide guidance and insights on microstructure design with a focus on corrosion and creep resistant alloys. While the heat of formation seems to be a reliable material descriptor for the thermal stability of the phases for better creep resistance, the minimum surface energy is a reliable descriptor for the most stable crystallographic surfaces critical for corrosion resistance. These correlations established using a consistent first-principles based theory, which are computationally inexpensive, can simplify the exploration of possible elemental makeup and microstructural design and guide the design of corrosion and creep resistant alloys.",2020,8/19/2020 7:00,8/19/2020 7:00,,109541,,,175,,,,,,,,,,,,,,,,,,,,,Alloy database; First-principles; High-throughput; Surface energy; Work function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2015,"Dullinger, Christian; Struckl, Walter; Kozek, Martin",A modular thermal simulation tool for computing energy consumption of HVAC units in rail vehicles,Applied Thermal Engineering,,1359-4311,https://doi.org/10.1016/j.applthermaleng.2014.11.065,http://www.sciencedirect.com/science/article/pii/S1359431114010990,"A method and its implementation for computing the energy consumption of the heating, ventilation and air conditioning (HVAC) unit of a light rail vehicle is presented. In order to simulate the energy consumption of the HVAC a modular structured simulation model is generated which provides access to the essential HVAC parameters. The simulation combines the HVAC system with a dynamic thermal vehicle model and includes operational and weather inputs. The vehicle model is obtained by a data-based system identification utilizing data from climatic wind tunnel experiments. Due to a gray-box modeling approach its parameters can be physically interpreted. Because of the small sampling time (Ts = 10 s) effects of transient switching operations can be observed. The holistic thermal simulation model is integrated in a user-friendly tool with graphical user interface (GUI). The tool enables an efficient processing of simulation data sets, visualization of time-domain results and computation of the annual energy consumption of the HVAC system. A tram line in Vienna was used to obtain real measurements for validation of the simulation model. The results of both short-time and long-time simulations yield realistic statements.",2015,8/19/2020 7:00,8/19/2020 7:00,,616–629,,,78,,,,,,,,,,,,,,,,,,,,,Energy consumption; HVAC; Data-based vehicle model; Dynamic thermal simulation tool; Rail vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Abdelalim, Aly; O'Brien, William; Shi, Zixiao",Data visualization and analysis of energy flow on a multi-zone building scale,Automation in Construction,,0926-5805,https://doi.org/10.1016/j.autcon.2017.09.012,http://www.sciencedirect.com/science/article/pii/S0926580516302813,"Modern commercial buildings' resource consumption is metered at various levels of spatial and temporal resolution to track and reduce energy use and greenhouse gas emissions. However, not all data that could be used to detect faults or identify efficiency improvements are available due to the cost of meters and inaccessibility of the data they produce. In the field of building operation, building performance simulation (BPS) can help in quantifying unmeasured energy flows, for instance solar gains, heat loss from infiltration, etc. Furthermore, integrating building information modeling (BIM) in building operation and maintenance can decrease operation risk and costs, as well as maintain facility management quality. However, in practice there is a lack of efficient utilization of this application by building operators. The aim of this paper is to provide an integrated framework to estimate and visualize energy flows and the associated cost. The framework consists of 1) developing a BIM model, 2) converting the BIM model to a BPS model, 3) calibrating the model, and 4) visualizing energy and cost flows using Sankey diagrams. The study demonstrates this framework on a real-world case study, and hence provides a comprehensive energy use assessment on the building level to facilitate the decision-making by building operators. Finally, the results of a survey that was deployed to a sample user group to assess the usability and effectiveness of the proposed Sankey diagrams are provided.",2017,8/19/2020 7:00,8/19/2020 7:00,,258–273,,,84,,,,,,,,,,,,,,,,,,,,,Model calibration; BIM (building information modeling); BPS (building performance simulation); Energy flows in buildings; Sankey diagrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Serhani, Mohamed Adel; Menshawy, Mohamed El; Benharref, Abdelghani; Harous, Saad; Navaz, Alramzana Nujum",New algorithms for processing time-series big EEG data within mobile health monitoring systems,Computer Methods and Programs in Biomedicine,,0169-2607,https://doi.org/10.1016/j.cmpb.2017.07.007,http://www.sciencedirect.com/science/article/pii/S0169260717304832,"Background and objectives Recent advances in miniature biomedical sensors, mobile smartphones, wireless communications, and distributed computing technologies provide promising techniques for developing mobile health systems. Such systems are capable of monitoring epileptic seizures reliably, which are classified as chronic diseases. Three challenging issues raised in this context with regard to the transformation, compression, storage, and visualization of big data, which results from a continuous recording of epileptic seizures using mobile devices. Methods In this paper, we address the above challenges by developing three new algorithms to process and analyze big electroencephalography data in a rigorous and efficient manner. The first algorithm is responsible for transforming the standard European Data Format (EDF) into the standard JavaScript Object Notation (JSON) and compressing the transformed JSON data to decrease the size and time through the transfer process and to increase the network transfer rate. The second algorithm focuses on collecting and storing the compressed files generated by the transformation and compression algorithm. The collection process is performed with respect to the on-the-fly technique after decompressing files. The third algorithm provides relevant real-time interaction with signal data by prospective users. It particularly features the following capabilities: visualization of single or multiple signal channels on a smartphone device and query data segments. Results We tested and evaluated the effectiveness of our approach through a software architecture model implementing a mobile health system to monitor epileptic seizures. The experimental findings from 45 experiments are promising and efficiently satisfy the approach's objectives in a price of linearity. Moreover, the size of compressed JSON files and transfer times are reduced by 10% and 20%, respectively, while the average total time is remarkably reduced by 67% through all performed experiments. Conclusions Our approach successfully develops efficient algorithms in terms of processing time, memory usage, and energy consumption while maintaining a high scalability of the proposed solution. Our approach efficiently supports data partitioning and parallelism relying on the MapReduce platform, which can help in monitoring and automatic detection of epileptic seizures.",2017,8/19/2020 7:00,8/19/2020 7:00,,79–94,,,149,,,,,,,,,,,,,,,,,,,,,Big data; EEG; Epileptic seizure; Mapreduce; Mobile monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Monteiro, Claudia Sousa; Costa, Carlos; Pina, André; Santos, Maribel Y; Ferrão, Paulo",An urban building database (UBD) supporting a smart city information system,Energy and Buildings,,0378-7788,https://doi.org/10.1016/j.enbuild.2017.10.009,http://www.sciencedirect.com/science/article/pii/S0378778817319485,"Urban energy modelling requires a large amount of detailed data to perform systematic dynamic simulations of a large number of buildings, where the adoption of energy efficiency strategies is an important concern for sustainable urban planning. National statistical datasets collect important aggregated data regarding building construction, energy consumption and occupants, and cities are making a significant effort to update spatial referenced data of their territory. However, these data is generally not detailed enough, being available at different scales and in different formats. The integrated use of these data is critical to validate different methods to predict and model energy consumption in cities, as well in addressing its energy saving potential. Furthermore, scenario analysis for retrofit or new design is only possible at building scale, highlighting the potential of a bottom-up database. This paper presents the process of collecting, mapping, cleansing and integrating urban data resulting in an UBD to support an information system for Smart Cities. The goal is to reduce the gap between the available urban data and the specific data required to run a complete urban building energy simulation. Key characteristics of an UBD are explored and applied to a case study in Lisbon, Portugal. As a result, a Buildings Dashboard is developed, materializing the UBD user interface. This dashboard allows the interactive visualization and data exploration of the building stock at multiple scales. Future work includes the development of an Urban Scenario category, bringing new insights on urban energy simulation and scenario evaluation to this platform.",2018,8/19/2020 7:00,8/19/2020 7:00,,244–260,,,158,,,,,,,,,,,,,,,,,,,,,Building stock data; Energy data; Smart city; Urban database; Urban energy consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2017,"Kalnbalkite, Antra; Lauka, Dace; Blumberga, Dagnija",Urban Planning Needs. Clustering of Energy End Users,Energy Procedia,,1876-6102,https://doi.org/10.1016/j.egypro.2017.04.069,http://www.sciencedirect.com/science/article/pii/S1876610217321926,"The main goal for energy efficiency is to reduce energy consumption in all ways – in production, transmission and consumption. The European Union has the main role in energy reduction and has set many key instruments to reduce energy consumption. The methodology which is used in this paper specifies energy loads using appropriate indicators in the next years. In this paper three types of indicators are used – total heat energy consumption, MWh/year; specific energy performance of buildings consumption, kWh/m2 year; heat supply tariff, EUR/MWh. Once the indicators are set, the next step is to show results. In this case the ArcGIS program which is very suitable for visualizing data between different regions is used.",2017,8/19/2020 7:00,8/19/2020 7:00,,297–303,,,113,,,,,,,,,,,,,,,,,,"<p>International Scientific Conference “Environmental and Climate Technologies”, CONECT 2016, 12-14 October 2016, Riga, Latvia</p>",,,ArcGIS; thermal energy consumption; urban energy planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journalArticle,2018,"Yang, Y C Ethan; Wi, Sungwook",Informing regional water-energy-food nexus with system analysis and interactive visualization – A case study in the Great Ruaha River of Tanzania,Agricultural Water Management,,0378-3774,https://doi.org/10.1016/j.agwat.2017.10.022,http://www.sciencedirect.com/science/article/pii/S0378377417303487,"In sub-Saharan Africa, water resources are scarce and subject to competing uses – especially for agricultural production, energy generation, and ecosystem services. These water intensive activities in the Usangu plains and the Ruaha National Park in southern Tanzania, present a typical case for such water competition at the water-energy-food nexus. To decipher the coupled human-nature interactions in the Great Ruaha River basin and effectively communicate the results to non-technical practitioners, the water-energy-food nexus competition in the system is simulated using an advanced water system modeling approach and findings are visualized via interactive web-based tools (Data-Driven Document, D3) that foster fuller understanding of the findings for both practitioners and stakeholders. Our results indicate that a combination of infrastructural and procedural measures, each acceptable from a social and economic perspective, and understanding that zero flows cannot be totally eliminated during dry years in the Ruaha National Park, are likely to be the best way forward. This study also reveals that the combination of improvements in irrigation efficiency, cutbacks on proposed expansion of irrigated lands, and a low head weir at the wetland outlet, significantly reduces the number of zero flow days (i.e., increasing ecosystem function), resulting in positive effects on agricultural sector from limited (if any) reduction in rice crop yields. These upstream measures are all relatively cost efficient and can combine to free-up resources for other economic activity downstream (i.e. more stable hydropower production).",2018,8/19/2020 7:00,8/19/2020 7:00,,75–86,,,196,,,,,,,,,,,,,,,,,,,,,Uncertainty; Coupled human-nature system; FEW nexus; Water competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
